shipment_id,order_id,ship_date,carrier,status
SHP-0101-000376-0,ORD-0101-00361,2026-07-04 06:12:29,FedEx,delivered
SHP-0101-000377-0,ORD-0101-00362,2026-07-24 21:49:11,UPS,delivered
SHP-0101-000379-0,ORD-0101-00364,2026-07-29 00:34:30,FedEx,delivered
SHP-0101-000379-1,ORD-0101-00364,2026-07-29 00:34:30,USPS,shipped
SHP-0101-000380-0,ORD-0101-00365,2026-07-29 07:00:02,FedEx,shipped
SHP-0101-000381-0,ORD-0101-00366,2026-07-15 00:19:31,USPS,delivered
SHP-0101-000382-0,ORD-0101-00367,2026-07-08 05:38:27,FedEx,delivered
SHP-0101-000383-0,ORD-0101-00369,2026-07-15 09:42:26,USPS,shipped
SHP-0101-000384-0,ORD-0101-00370,2026-07-09 20:05:53,USPS,delivered
SHP-0101-000386-0,ORD-0101-00371,2026-07-17 23:32:08,UPS,shipped
SHP-0101-000389-0,ORD-0101-00375,2026-07-19 01:42:15,DHL,shipped
SHP-0101-000390-0,ORD-0101-00376,2026-07-14 01:36:09,UPS,delivered
SHP-0101-000391-0,ORD-0101-00377,2026-07-06 22:57:53,USPS,shipped
SHP-0101-000392-0,ORD-0101-00378,2026-07-13 13:44:10,FedEx,shipped
SHP-0101-000393-0,ORD-0101-00379,2026-07-18 23:16:13,UPS,delivered
SHP-0101-000394-0,ORD-0101-00380,2026-07-19 14:42:49,DHL,delivered
SHP-0101-000395-0,ORD-0101-00381,2026-07-26 07:05:13,USPS,delivered
SHP-0101-000397-0,ORD-0101-00383,2026-07-18 21:29:03,DHL,delivered
SHP-0101-000400-0,ORD-0101-00386,2026-07-11 19:54:25,UPS,delivered
SHP-0101-000400-1,ORD-0101-00386,2026-07-11 19:54:25,UPS,shipped
SHP-0101-000401-0,ORD-0101-00387,2026-07-08 05:25:09,FedEx,shipped
SHP-0101-000401-1,ORD-0101-00387,2026-07-08 05:25:09,UPS,shipped
SHP-0101-000402-0,ORD-0101-00388,2026-07-23 03:56:57,USPS,shipped
SHP-0101-000404-0,ORD-0101-00390,2026-07-16 18:21:39,UPS,shipped
SHP-0101-000405-0,ORD-0101-00391,2026-07-14 04:26:14,DHL,shipped
SHP-0101-000406-0,ORD-0101-00392,2026-07-26 00:02:18,DHL,shipped
SHP-0101-000407-0,ORD-0101-00393,2026-07-07 15:24:21,DHL,delivered
SHP-0101-000408-0,ORD-0101-00394,2026-07-29 23:51:03,FedEx,delivered
SHP-0101-000410-0,ORD-0101-00396,2026-07-23 08:30:43,FedEx,delivered
SHP-0101-000411-0,ORD-0101-00397,2026-07-15 03:09:43,DHL,shipped
SHP-0101-000412-0,ORD-0101-00398,2026-07-15 05:36:29,UPS,delivered
SHP-0101-000414-0,ORD-0101-00400,2026-07-08 08:54:59,UPS,delivered
SHP-0101-000416-0,ORD-0101-00402,2026-07-10 01:40:46,USPS,shipped
SHP-0101-000416-1,ORD-0101-00402,2026-07-10 01:40:46,FedEx,delivered
SHP-0101-000419-0,ORD-0101-00403,2026-07-28 12:23:02,UPS,shipped
SHP-0101-000423-0,ORD-0101-00407,2026-07-22 22:03:01,DHL,delivered
SHP-0101-000424-0,ORD-0101-00408,2026-07-06 11:33:50,USPS,shipped
SHP-0101-000425-0,ORD-0101-00409,2026-07-08 13:37:46,UPS,delivered
SHP-0101-000426-0,ORD-0101-00410,2026-07-06 13:03:30,UPS,shipped
SHP-0101-000427-0,ORD-0101-00411,2026-07-23 08:28:26,DHL,delivered
SHP-0101-000428-0,ORD-0101-00412,2026-07-04 20:17:41,UPS,shipped
SHP-0101-000428-1,ORD-0101-00412,2026-07-04 20:17:41,DHL,shipped
SHP-0101-000429-0,ORD-0101-00413,2026-07-13 19:27:16,USPS,delivered
SHP-0101-000430-0,ORD-0101-00414,2026-07-20 11:45:26,FedEx,shipped
SHP-0101-000431-0,ORD-0101-00415,2026-07-25 18:08:34,UPS,delivered
SHP-0101-000432-0,ORD-0101-00416,2026-07-11 22:24:06,FedEx,delivered
SHP-0101-000433-0,ORD-0101-00417,2026-07-14 14:09:30,DHL,shipped
SHP-0101-000434-0,ORD-0101-00418,2026-07-18 10:31:19,FedEx,delivered
SHP-0101-000435-0,ORD-0101-00419,2026-07-06 11:54:58,DHL,shipped
SHP-0101-000437-0,ORD-0101-00421,2026-07-30 01:06:00,FedEx,shipped
SHP-0101-000438-0,ORD-0101-00422,2026-07-26 13:42:23,DHL,shipped
SHP-0101-000440-0,ORD-0101-00424,2026-07-19 11:41:49,UPS,shipped
SHP-0101-000440-1,ORD-0101-00424,2026-07-19 11:41:49,FedEx,shipped
SHP-0101-000441-0,ORD-0101-00425,2026-07-04 14:13:44,USPS,shipped
SHP-0101-000442-0,ORD-0101-00426,2026-07-02 11:23:43,USPS,delivered
SHP-0101-000442-1,ORD-0101-00426,2026-07-02 11:23:43,DHL,delivered
SHP-0101-000444-0,ORD-0101-00427,2026-07-13 02:57:47,DHL,delivered
SHP-0101-000446-0,ORD-0101-00428,2026-07-14 21:24:09,DHL,delivered
SHP-0101-000448-0,ORD-0101-00430,2026-07-17 01:52:04,UPS,delivered
SHP-0101-000449-0,ORD-0101-00431,2026-07-26 09:29:32,USPS,shipped
SHP-0101-000450-0,ORD-0101-00432,2026-07-17 23:40:34,DHL,shipped
SHP-0101-000451-0,ORD-0101-00433,2026-07-12 18:06:14,USPS,delivered
SHP-0101-000452-0,ORD-0101-00434,2026-07-24 00:37:37,DHL,shipped
SHP-0101-000453-0,ORD-0101-00435,2026-07-25 20:38:24,USPS,delivered
SHP-0101-000453-1,ORD-0101-00435,2026-07-25 20:38:24,FedEx,delivered
SHP-0101-000454-0,ORD-0101-00436,2026-07-04 23:29:58,DHL,delivered
SHP-0101-000455-0,ORD-0101-00437,2026-07-29 16:05:16,UPS,delivered
SHP-0101-000456-0,ORD-0101-00438,2026-07-17 06:04:03,UPS,shipped
SHP-0101-000457-0,ORD-0101-00439,2026-07-23 09:27:27,DHL,delivered
SHP-0101-000458-0,ORD-0101-00440,2026-07-11 04:02:27,FedEx,delivered
SHP-0101-000459-0,ORD-0101-00441,2026-07-15 08:46:03,UPS,shipped
SHP-0101-000461-0,ORD-0101-00443,2026-07-07 10:42:19,UPS,shipped
SHP-0101-000462-0,ORD-0101-00445,2026-07-16 14:09:56,FedEx,shipped
SHP-0101-000463-0,ORD-0101-00446,2026-07-07 06:43:16,UPS,delivered
SHP-0101-000464-0,ORD-0101-00447,2026-07-22 11:52:09,DHL,delivered
SHP-0101-000466-0,ORD-0101-00449,2026-07-27 18:50:41,DHL,delivered
SHP-0101-000467-0,ORD-0101-00450,2026-07-16 15:54:00,USPS,shipped
SHP-0101-000468-0,ORD-0101-00451,2026-07-19 19:50:52,UPS,shipped
SHP-0101-000469-0,ORD-0101-00452,2026-07-12 10:44:50,USPS,shipped
SHP-0101-000470-0,ORD-0101-00453,2026-07-16 12:22:50,UPS,shipped
SHP-0101-000471-0,ORD-0101-00454,2026-07-10 09:44:40,FedEx,shipped
SHP-0101-000472-0,ORD-0101-00455,2026-07-20 17:33:57,FedEx,delivered
SHP-0101-000473-0,ORD-0101-00456,2026-07-14 09:58:43,USPS,shipped
SHP-0101-000474-0,ORD-0101-00457,2026-07-08 03:26:56,DHL,delivered
SHP-0101-000475-0,ORD-0101-00458,2026-07-17 14:35:08,UPS,shipped
SHP-0101-000477-0,ORD-0101-00460,2026-07-20 17:06:51,FedEx,shipped
SHP-0101-000478-0,ORD-0101-00461,2026-07-21 19:10:21,FedEx,delivered
SHP-0101-000478-1,ORD-0101-00461,2026-07-21 19:10:21,FedEx,delivered
SHP-0101-000480-0,ORD-0101-00463,2026-07-27 14:32:24,UPS,shipped
SHP-0101-000483-0,ORD-0101-00465,2026-07-05 14:56:32,DHL,delivered
SHP-0101-000485-0,ORD-0101-00467,2026-07-29 12:14:13,DHL,shipped
SHP-0101-000486-0,ORD-0101-00468,2026-07-15 13:14:10,FedEx,delivered
SHP-0101-000486-1,ORD-0101-00468,2026-07-15 13:14:10,FedEx,delivered
SHP-0101-000487-0,ORD-0101-00469,2026-07-18 07:21:44,DHL,delivered
SHP-0101-000488-0,ORD-0101-00470,2026-07-16 21:05:10,UPS,shipped
SHP-0101-000489-0,ORD-0101-00471,2026-07-19 01:59:54,FedEx,shipped
SHP-0101-000490-0,ORD-0101-00472,2026-07-07 00:03:05,FedEx,delivered
SHP-0101-000491-0,ORD-0101-00473,2026-07-23 02:02:10,UPS,delivered
SHP-0101-000492-0,ORD-0101-00474,2026-07-22 23:26:08,USPS,delivered
SHP-0101-000493-0,ORD-0101-00475,2026-07-29 03:28:34,UPS,delivered
SHP-0101-000494-0,ORD-0101-00476,2026-07-08 02:03:52,FedEx,shipped
SHP-0101-000495-0,ORD-0101-00477,2026-07-23 15:09:28,UPS,shipped
SHP-0101-000496-0,ORD-0101-00478,2026-07-14 17:22:40,UPS,shipped
SHP-0101-000497-0,ORD-0101-00479,2026-07-08 16:08:40,USPS,delivered
SHP-0101-000499-0,ORD-0101-00480,2026-07-17 15:47:07,UPS,shipped
SHP-0101-000500-0,ORD-0101-00481,2026-07-14 02:21:54,UPS,delivered
SHP-0101-000501-0,ORD-0101-00482,2026-07-24 22:29:33,FedEx,delivered
SHP-0101-000503-0,ORD-0101-00483,2026-07-09 11:37:24,UPS,shipped
SHP-0101-000505-0,ORD-0101-00484,2026-07-30 09:14:09,USPS,shipped
SHP-0101-000506-0,ORD-0101-00485,2026-07-16 14:52:37,UPS,shipped
SHP-0101-000508-0,ORD-0101-00487,2026-07-13 18:00:20,DHL,delivered
SHP-0101-000509-0,ORD-0101-00488,2026-07-13 11:52:15,UPS,shipped
SHP-0101-000510-0,ORD-0101-00489,2026-07-30 05:07:50,FedEx,delivered
SHP-0101-000511-0,ORD-0101-00490,2026-07-04 04:38:06,DHL,delivered
SHP-0101-000512-0,ORD-0101-00491,2026-07-28 02:17:44,USPS,shipped
SHP-0101-000512-1,ORD-0101-00491,2026-07-28 02:17:44,USPS,shipped
SHP-0101-000513-0,ORD-0101-00492,2026-07-31 13:37:00,UPS,delivered
SHP-0101-000515-0,ORD-0101-00493,2026-07-28 06:28:10,FedEx,shipped
SHP-0101-000516-0,ORD-0101-00494,2026-07-22 09:54:03,UPS,shipped
SHP-0101-000517-0,ORD-0101-00495,2026-07-27 20:39:32,USPS,delivered
SHP-0101-000520-0,ORD-0101-00497,2026-07-13 03:02:26,FedEx,delivered
SHP-0101-000521-0,ORD-0101-00498,2026-07-03 13:31:28,FedEx,delivered
SHP-0101-000522-0,ORD-0101-00499,2026-07-06 08:37:30,FedEx,delivered
SHP-0101-000524-0,ORD-0101-00501,2026-07-17 05:49:33,UPS,delivered
SHP-0101-000527-0,ORD-0101-00503,2026-07-06 23:54:09,DHL,delivered
SHP-0101-000527-1,ORD-0101-00503,2026-07-06 23:54:09,FedEx,delivered
SHP-0101-000529-0,ORD-0101-00505,2026-07-09 19:07:40,DHL,delivered
SHP-0101-000530-0,ORD-0101-00506,2026-07-23 20:05:16,UPS,shipped
SHP-0101-000532-0,ORD-0101-00508,2026-07-08 01:02:29,UPS,delivered
SHP-0101-000533-0,ORD-0101-00509,2026-07-18 02:54:39,USPS,delivered
SHP-0101-000533-1,ORD-0101-00509,2026-07-18 02:54:39,UPS,shipped
SHP-0101-000534-0,ORD-0101-00510,2026-07-06 23:31:59,UPS,shipped
SHP-0101-000535-0,ORD-0101-00511,2026-07-23 10:24:25,DHL,shipped
SHP-0101-000536-0,ORD-0101-00512,2026-07-25 05:02:30,USPS,delivered
SHP-0101-000537-0,ORD-0101-00513,2026-07-13 09:23:20,USPS,shipped
SHP-0101-000537-1,ORD-0101-00513,2026-07-13 09:23:20,DHL,shipped
SHP-0101-000538-0,ORD-0101-00514,2026-07-10 11:02:02,USPS,delivered
SHP-0101-000539-0,ORD-0101-00515,2026-07-07 21:16:09,FedEx,delivered
SHP-0101-000540-0,ORD-0101-00516,2026-07-30 11:45:33,UPS,delivered
SHP-0101-000542-0,ORD-0101-00519,2026-07-10 19:48:08,FedEx,shipped
SHP-0101-000544-0,ORD-0101-00520,2026-07-12 15:21:04,FedEx,shipped
SHP-0101-000545-0,ORD-0101-00521,2026-07-27 23:21:03,UPS,delivered
SHP-0101-000546-0,ORD-0101-00522,2026-07-08 06:15:11,FedEx,shipped
SHP-0101-000547-0,ORD-0101-00523,2026-07-06 09:48:38,UPS,delivered
SHP-0101-000548-0,ORD-0101-00524,2026-07-28 07:31:05,UPS,delivered
SHP-0101-000549-0,ORD-0101-00525,2026-07-14 21:28:43,UPS,delivered
SHP-0101-000550-0,ORD-0101-00526,2026-07-06 09:09:04,FedEx,shipped
SHP-0101-000551-0,ORD-0101-00527,2026-07-11 07:36:40,USPS,delivered
SHP-0101-000552-0,ORD-0101-00528,2026-07-23 19:06:12,FedEx,delivered
SHP-0101-000554-0,ORD-0101-00529,2026-07-31 03:27:48,UPS,shipped
SHP-0101-000556-0,ORD-0101-00531,2026-07-10 13:05:55,DHL,delivered
SHP-0101-000557-0,ORD-0101-00532,2026-07-29 05:13:50,UPS,delivered
SHP-0101-000558-0,ORD-0101-00533,2026-07-24 19:10:07,DHL,delivered
SHP-0101-000559-0,ORD-0101-00534,2026-07-25 16:41:27,DHL,delivered
SHP-0101-000561-0,ORD-0101-00536,2026-07-16 11:26:39,FedEx,shipped
SHP-0101-000562-0,ORD-0101-00537,2026-07-10 20:47:17,FedEx,delivered
SHP-0101-000563-0,ORD-0101-00538,2026-07-06 23:51:49,USPS,delivered
SHP-0101-000564-0,ORD-0101-00539,2026-07-31 00:11:04,UPS,shipped
SHP-0101-000564-1,ORD-0101-00539,2026-07-31 00:11:04,UPS,delivered
SHP-0101-000565-0,ORD-0101-00540,2026-07-19 00:18:26,UPS,shipped
SHP-0101-000568-0,ORD-0101-00542,2026-07-21 00:32:05,UPS,delivered
SHP-0101-000569-0,ORD-0101-00543,2026-07-16 13:47:01,USPS,shipped
SHP-0101-000570-0,ORD-0101-00544,2026-07-13 19:24:14,FedEx,delivered
SHP-0101-000571-0,ORD-0101-00545,2026-07-30 02:19:00,FedEx,delivered
SHP-0101-000572-0,ORD-0101-00546,2026-07-26 22:33:13,FedEx,delivered
SHP-0101-000574-0,ORD-0101-00547,2026-07-21 18:51:52,UPS,delivered
SHP-0101-000575-0,ORD-0101-00548,2026-07-10 16:22:38,USPS,delivered
SHP-0101-000576-0,ORD-0101-00549,2026-07-22 03:42:41,FedEx,shipped
SHP-0101-000577-0,ORD-0101-00550,2026-07-28 00:11:04,USPS,delivered
SHP-0101-000578-0,ORD-0101-00551,2026-07-02 19:37:21,FedEx,delivered
SHP-0101-000579-0,ORD-0101-00552,2026-07-12 08:42:08,USPS,delivered
SHP-0101-000580-0,ORD-0101-00553,2026-07-08 18:36:50,USPS,shipped
SHP-0101-000581-0,ORD-0101-00554,2026-07-12 12:25:21,DHL,delivered
SHP-0101-000584-0,ORD-0101-00556,2026-07-07 20:38:52,DHL,shipped
SHP-0101-000585-0,ORD-0101-00557,2026-07-23 07:44:55,FedEx,delivered
SHP-0101-000585-1,ORD-0101-00557,2026-07-23 07:44:55,FedEx,delivered
SHP-0101-000586-0,ORD-0101-00558,2026-07-21 22:18:08,USPS,shipped
SHP-0101-000587-0,ORD-0101-00559,2026-07-05 23:27:21,UPS,shipped
SHP-0101-000588-0,ORD-0101-00560,2026-07-14 13:53:35,UPS,delivered
SHP-0101-000589-0,ORD-0101-00561,2026-07-09 04:15:20,DHL,delivered
SHP-0101-000592-0,ORD-0101-00563,2026-07-08 23:39:01,DHL,delivered
SHP-0101-000593-0,ORD-0101-00564,2026-07-25 21:20:12,FedEx,delivered
SHP-0101-000594-0,ORD-0101-00565,2026-07-23 18:28:39,USPS,delivered
SHP-0101-000595-0,ORD-0101-00566,2026-07-25 08:19:06,FedEx,delivered
SHP-0101-000596-0,ORD-0101-00567,2026-07-15 17:23:05,DHL,shipped
SHP-0101-000598-0,ORD-0101-00569,2026-07-30 13:13:34,USPS,shipped
SHP-0101-000599-0,ORD-0101-00570,2026-07-05 16:26:50,FedEx,delivered
SHP-0101-000600-0,ORD-0101-00571,2026-07-21 05:15:10,FedEx,shipped
SHP-0101-000601-0,ORD-0101-00572,2026-07-20 10:47:47,FedEx,delivered
SHP-0101-000602-0,ORD-0101-00573,2026-07-24 10:39:30,USPS,delivered
SHP-0101-000603-0,ORD-0101-00574,2026-07-11 08:43:59,FedEx,delivered
SHP-0101-000604-0,ORD-0101-00575,2026-07-13 16:48:47,UPS,shipped
SHP-0101-000605-0,ORD-0101-00576,2026-07-26 22:53:22,DHL,delivered
SHP-0101-000606-0,ORD-0101-00577,2026-07-23 17:44:17,UPS,shipped
SHP-0101-000607-0,ORD-0101-00578,2026-07-05 07:46:13,UPS,shipped
SHP-0101-000608-0,ORD-0101-00579,2026-07-23 00:16:14,UPS,shipped
SHP-0101-000611-0,ORD-0101-00581,2026-07-21 17:23:04,FedEx,shipped
SHP-0101-000612-0,ORD-0101-00582,2026-07-29 19:21:33,USPS,delivered
SHP-0101-000613-0,ORD-0101-00583,2026-07-26 12:58:14,FedEx,shipped
SHP-0101-000614-0,ORD-0101-00584,2026-07-20 15:18:00,UPS,delivered
SHP-0101-000615-0,ORD-0101-00585,2026-07-23 07:56:22,DHL,shipped
SHP-0101-000616-0,ORD-0101-00586,2026-07-17 11:31:58,DHL,delivered
SHP-0101-000617-0,ORD-0101-00587,2026-07-25 18:57:25,USPS,shipped
SHP-0101-000619-0,ORD-0101-00589,2026-07-09 16:34:54,UPS,delivered
SHP-0101-000620-0,ORD-0101-00590,2026-07-27 20:16:37,USPS,shipped
SHP-0101-000621-0,ORD-0101-00591,2026-07-10 17:23:24,UPS,delivered
SHP-0101-000622-0,ORD-0101-00592,2026-07-19 13:58:41,USPS,shipped
SHP-0101-000624-0,ORD-0101-00594,2026-07-29 00:42:43,USPS,delivered
SHP-0101-000625-0,ORD-0101-00595,2026-07-08 10:26:00,FedEx,delivered
SHP-0101-000628-0,ORD-0101-00597,2026-07-25 19:15:58,UPS,delivered
SHP-0101-000629-0,ORD-0101-00598,2026-07-08 09:14:28,DHL,delivered
SHP-0101-000631-0,ORD-0101-00599,2026-07-19 08:54:01,DHL,shipped
SHP-0101-000633-0,ORD-0101-00601,2026-07-27 14:35:37,DHL,delivered
SHP-0101-000634-0,ORD-0101-00603,2026-07-26 15:43:45,DHL,shipped
SHP-0101-000635-0,ORD-0101-00604,2026-07-09 03:59:13,USPS,delivered
SHP-0101-000636-0,ORD-0101-00605,2026-07-19 12:07:52,DHL,shipped
SHP-0101-000637-0,ORD-0101-00606,2026-07-07 08:35:21,UPS,delivered
SHP-0101-000642-0,ORD-0101-00609,2026-07-07 14:37:46,UPS,delivered
SHP-0101-000643-0,ORD-0101-00610,2026-07-20 20:34:24,UPS,shipped
SHP-0101-000644-0,ORD-0101-00611,2026-07-25 07:18:38,USPS,shipped
SHP-0101-000645-0,ORD-0101-00612,2026-07-14 08:12:14,FedEx,delivered
SHP-0101-000645-1,ORD-0101-00612,2026-07-14 08:12:14,FedEx,shipped
SHP-0101-000646-0,ORD-0101-00613,2026-07-23 13:26:26,DHL,shipped
SHP-0101-000647-0,ORD-0101-00614,2026-07-02 20:32:36,DHL,delivered
SHP-0101-000648-0,ORD-0101-00615,2026-07-09 11:33:44,USPS,delivered
SHP-0101-000649-0,ORD-0101-00616,2026-07-24 18:32:29,UPS,delivered
SHP-0101-000651-0,ORD-0101-00618,2026-07-09 21:06:44,UPS,shipped
SHP-0101-000652-0,ORD-0101-00619,2026-07-21 21:12:29,FedEx,shipped
SHP-0101-000653-0,ORD-0101-00620,2026-07-28 21:17:12,USPS,delivered
SHP-0101-000654-0,ORD-0101-00622,2026-07-11 19:19:13,USPS,shipped
SHP-0101-000654-1,ORD-0101-00622,2026-07-11 19:19:13,USPS,delivered
SHP-0101-000655-0,ORD-0101-00623,2026-07-03 21:33:50,DHL,shipped
SHP-0101-000656-0,ORD-0101-00624,2026-07-11 22:05:48,USPS,delivered
SHP-0101-000658-0,ORD-0101-00626,2026-07-25 15:07:16,USPS,shipped
SHP-0101-000661-0,ORD-0101-00629,2026-07-13 15:54:35,DHL,delivered
SHP-0101-000663-0,ORD-0101-00630,2026-07-19 23:53:58,FedEx,delivered
SHP-0101-000664-0,ORD-0101-00631,2026-07-20 08:22:37,UPS,delivered
SHP-0101-000664-1,ORD-0101-00631,2026-07-20 08:22:37,FedEx,shipped
SHP-0101-000665-0,ORD-0101-00632,2026-07-24 20:36:16,DHL,shipped
SHP-0101-000666-0,ORD-0101-00633,2026-07-31 21:10:50,DHL,delivered
SHP-0101-000667-0,ORD-0101-00634,2026-07-09 15:01:00,USPS,shipped
SHP-0101-000668-0,ORD-0101-00635,2026-07-18 11:53:24,FedEx,delivered
SHP-0101-000669-0,ORD-0101-00636,2026-07-12 04:36:18,DHL,shipped
SHP-0101-000670-0,ORD-0101-00637,2026-07-19 15:43:30,FedEx,shipped
SHP-0101-000671-0,ORD-0101-00638,2026-07-04 01:40:45,DHL,shipped
SHP-0101-000672-0,ORD-0101-00639,2026-07-05 12:01:55,UPS,shipped
SHP-0101-000674-0,ORD-0101-00641,2026-07-15 17:15:11,UPS,shipped
SHP-0101-000675-0,ORD-0101-00642,2026-07-12 19:41:00,FedEx,delivered
SHP-0101-000677-0,ORD-0101-00643,2026-07-31 07:14:45,USPS,shipped
SHP-0101-000677-1,ORD-0101-00643,2026-07-31 07:14:45,FedEx,shipped
SHP-0101-000678-0,ORD-0101-00644,2026-07-20 06:38:33,USPS,delivered
SHP-0101-000679-0,ORD-0101-00645,2026-07-16 19:07:40,DHL,delivered
SHP-0101-000680-0,ORD-0101-00646,2026-07-26 13:07:12,FedEx,shipped
SHP-0101-000681-0,ORD-0101-00647,2026-07-17 08:15:51,FedEx,delivered
SHP-0101-000682-0,ORD-0101-00648,2026-07-22 04:00:59,UPS,delivered
SHP-0101-000684-0,ORD-0101-00650,2026-07-05 02:31:34,USPS,shipped
SHP-0101-000685-0,ORD-0101-00651,2026-07-02 20:38:09,DHL,delivered
SHP-0101-000686-0,ORD-0101-00652,2026-07-31 15:03:33,FedEx,shipped
SHP-0101-000687-0,ORD-0101-00653,2026-07-20 13:17:30,USPS,shipped
SHP-0101-000688-0,ORD-0101-00654,2026-07-04 00:27:44,DHL,delivered
SHP-0101-000689-0,ORD-0101-00655,2026-07-17 10:18:41,FedEx,shipped
SHP-0101-000692-0,ORD-0101-00657,2026-07-29 07:25:33,USPS,delivered
SHP-0101-000693-0,ORD-0101-00658,2026-07-03 12:50:38,DHL,shipped
SHP-0101-000694-0,ORD-0101-00659,2026-07-24 08:42:55,DHL,shipped
SHP-0101-000695-0,ORD-0101-00660,2026-07-31 10:35:09,FedEx,shipped
SHP-0101-000696-0,ORD-0101-00661,2026-07-11 22:25:45,UPS,shipped
SHP-0101-000697-0,ORD-0101-00662,2026-07-11 05:08:55,UPS,delivered
SHP-0101-000698-0,ORD-0101-00663,2026-07-30 20:58:55,DHL,shipped
SHP-0101-000699-0,ORD-0101-00664,2026-07-31 16:30:36,USPS,delivered
SHP-0101-000700-0,ORD-0101-00665,2026-07-26 06:49:34,USPS,shipped
SHP-0101-000702-0,ORD-0101-00667,2026-07-11 03:50:40,UPS,delivered
SHP-0101-000703-0,ORD-0101-00668,2026-07-13 21:01:15,USPS,shipped
SHP-0101-000704-0,ORD-0101-00669,2026-07-10 23:46:49,FedEx,delivered
SHP-0101-000705-0,ORD-0101-00670,2026-07-06 14:06:29,FedEx,shipped
SHP-0101-000706-0,ORD-0101-00671,2026-07-05 09:15:01,DHL,shipped
SHP-0101-000707-0,ORD-0101-00672,2026-07-12 20:23:59,DHL,delivered
SHP-0101-000707-1,ORD-0101-00672,2026-07-12 20:23:59,USPS,shipped
SHP-0101-000708-0,ORD-0101-00673,2026-07-27 15:37:19,DHL,shipped
SHP-0101-000709-0,ORD-0101-00674,2026-07-28 03:34:30,DHL,shipped
SHP-0101-000710-0,ORD-0101-00675,2026-07-18 11:22:21,USPS,shipped
SHP-0101-000712-0,ORD-0101-00678,2026-07-14 10:28:45,UPS,shipped
SHP-0101-000713-0,ORD-0101-00679,2026-07-06 04:58:11,UPS,delivered
SHP-0101-000713-1,ORD-0101-00679,2026-07-06 04:58:11,USPS,shipped
SHP-0101-000714-0,ORD-0101-00680,2026-07-20 13:43:32,USPS,shipped
SHP-0101-000715-0,ORD-0101-00681,2026-07-02 07:01:17,DHL,delivered
SHP-0101-000716-0,ORD-0101-00682,2026-07-09 02:41:05,FedEx,shipped
SHP-0101-000717-0,ORD-0101-00683,2026-07-07 00:02:51,DHL,delivered
SHP-0101-000718-0,ORD-0101-00685,2026-07-08 22:22:59,FedEx,delivered
SHP-0101-000719-0,ORD-0101-00686,2026-07-22 06:55:43,UPS,shipped
SHP-0101-000720-0,ORD-0101-00687,2026-07-27 02:59:35,UPS,delivered
SHP-0101-000721-0,ORD-0101-00688,2026-07-26 02:36:34,UPS,delivered
SHP-0101-000722-0,ORD-0101-00689,2026-07-28 20:42:43,USPS,delivered
SHP-0101-000724-0,ORD-0101-00690,2026-07-08 11:09:20,DHL,delivered
SHP-0101-000725-0,ORD-0101-00691,2026-07-07 05:09:51,FedEx,shipped
SHP-0101-000726-0,ORD-0101-00692,2026-07-22 15:49:52,DHL,shipped
SHP-0101-000727-0,ORD-0101-00693,2026-07-21 17:29:28,FedEx,delivered
SHP-0101-000728-0,ORD-0101-00694,2026-07-19 13:42:19,UPS,delivered
SHP-0101-000730-0,ORD-0101-00696,2026-07-23 19:46:11,USPS,shipped
SHP-0101-000731-0,ORD-0101-00697,2026-07-10 03:51:31,DHL,delivered
SHP-0101-000732-0,ORD-0101-00698,2026-07-09 18:13:14,FedEx,shipped
SHP-0101-000733-0,ORD-0101-00699,2026-07-03 15:24:14,FedEx,shipped
SHP-0101-000733-1,ORD-0101-00699,2026-07-03 15:24:14,DHL,delivered
SHP-0101-000735-0,ORD-0101-00700,2026-07-19 12:57:06,UPS,shipped
SHP-0101-000736-0,ORD-0101-00701,2026-07-07 08:32:53,USPS,delivered
SHP-0101-000736-1,ORD-0101-00701,2026-07-07 08:32:53,FedEx,shipped
SHP-0101-000737-0,ORD-0101-00702,2026-07-26 20:16:52,UPS,delivered
SHP-0101-000737-1,ORD-0101-00702,2026-07-26 20:16:52,UPS,shipped
SHP-0101-000740-0,ORD-0101-00705,2026-07-05 22:03:10,FedEx,shipped
SHP-0101-000741-0,ORD-0101-00706,2026-07-05 19:49:07,USPS,delivered
SHP-0101-000742-0,ORD-0101-00707,2026-07-03 13:25:32,UPS,delivered
SHP-0101-000744-0,ORD-0101-00709,2026-07-25 06:25:19,DHL,shipped
SHP-0101-000745-0,ORD-0101-00710,2026-07-16 16:45:05,USPS,delivered
SHP-0101-000746-0,ORD-0101-00711,2026-07-06 05:10:35,FedEx,shipped
SHP-0101-000746-1,ORD-0101-00711,2026-07-06 05:10:35,USPS,shipped
SHP-0101-000747-0,ORD-0101-00712,2026-07-13 18:27:57,USPS,shipped
SHP-0101-000747-1,ORD-0101-00712,2026-07-13 18:27:57,USPS,delivered
SHP-0101-000748-0,ORD-0101-00713,2026-07-29 02:58:42,FedEx,shipped
SHP-0101-000749-0,ORD-0101-00714,2026-07-10 10:44:22,UPS,shipped
SHP-0101-000749-1,ORD-0101-00714,2026-07-10 10:44:22,FedEx,shipped
SHP-0101-000750-0,ORD-0101-00715,2026-07-04 22:58:33,UPS,shipped
SHP-0101-000751-0,ORD-0101-00716,2026-07-10 10:49:49,DHL,delivered
SHP-0101-000751-1,ORD-0101-00716,2026-07-10 10:49:49,DHL,delivered
SHP-0101-000753-0,ORD-0101-00719,2026-07-15 22:56:12,UPS,shipped
